Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"BRYT PCIe NVMe Gen 3x4 SSD 512 GB Desktop, Laptop Inter...","₹2,769",53% off,3.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 512 GB,Desktop, Laptop","3 Year Warranty,Cash on Delivery available,No Returns Applicable","NVMe (Non-Volatile Memory Express) is a communications interface and driver that defines a command set and feature set for PCIe-based SSDs with the goals of increased and efficient performance and interoperability on a broad range of enterprise and client systems. NVMe technology is available in a number of form factors such as the PCIe card slot, M.2, and U.2. While there are SSDs that use the SATA, PCIe slot and M.2 that are AHCI and not NVMe, U.2 is a form factor that exclusively uses the NVMe protocol. FEATURES Native – PCIe SSD M.2 NVMe form factor Compliant with NVM Express Specification Rev.1.3 Capacity: 128GB, 256GB,512GB Compliant with PCI Express Base Specification Rev. 3.0 Support SMART and TRIM commands Support TLC NAND type flash LDPC + RAID"
zebion SSD 256 GB All in One PC's Internal Solid State ...,"₹1,745",56% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 12% off (price inclusive of cashback/coupon)",,ShriNangliInfotechPvtLtd,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,All in One PC's","Cash on Delivery available,No Returns Applicable",
"EVM M.2 256 GB Desktop, Laptop, Servers Internal Solid ...","₹1,815",54% off,3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KrishnaTechRetail18,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 256 GB,Desktop, Laptop, Servers","5 YEARS WARRANTY,Cash on Delivery available,No Returns Applicable",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹15,319",72% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 21% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
ASOSS GROUP X 256 GB All in One PC's Internal Solid Sta...,"₹1,749",65% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,ASOSSGROUP,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 256 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
SAMSUNG MU-PE4T0S/WW / T7 Shield 2TB USB 3.2 Gen 2(10 G...,"₹29,499",70% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 70% off (price inclusive of cashback/coupon)","1 TB,4 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 4 TB,Connectivity: USB 3.2","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
"Xsentuals M.2 NVMe 8 GB Desktop, Laptop Internal Solid ...",₹599,40% off,3.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 3% off (price inclusive of cashback/coupon)",,TECHNOLOGYBAZAR,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
WD Blue 3D 500 GB Laptop Internal Solid State Drive (SS...,"₹5,899",26% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","500 GB,1 TB,2 TB",DEALSOFTHEDAYS,"Type: SSD,Interface: SATA III,Form Factor: M.2,Capacity: 500 GB,Laptop","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
ASOSS ENTERPRISES X 1000 GB All in One PC's Internal So...,"₹4,600",42% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Asoss Enterprises,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1000 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
"SAMSUNG 980 1 TB Laptop, Desktop Internal Solid State D...","₹7,670",52% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 23% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
XPG SX6000 Pro 256 GB All in One PC's Internal Solid St...,"₹2,215",30% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RetailNet,"Type: SSD,Interface: M.2,Form Factor: 3.5 inch,Capacity: 256 GB,All in One PC's","5 years manufacturer warranty,Cash on Delivery available,No Returns Applicable,GST invoice available","XPG Adata SX6000 Pro 256GB PCIe Gen3x4 M.2 2280 Solid State Drive/SSD, Read/Write Speed up to 2100/1500 MB/s - ASX6000PNP-256GT-C"
"patriot P220 256 GB Desktop, Laptop, All in One PC's In...","₹2,371",25% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,AnandITMegaStore,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop, Laptop, All in One PC's","3 Year Warranty,Cash on Delivery available,No Returns Applicable",
Gotek SFR1M44 1 GB Desktop Internal Solid State Drive (...,"₹3,300",40% off,3.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,DMA World,"Type: SSD,Interface: IDE,Form Factor: 3.5 inch,Capacity: 1 GB,Desktop","10 days replacement on DOA,Cash on Delivery available,No Returns Applicable","USB Floppy Drive Emulator for Bonas (200/250/500 Series), Staubli JC4 / JC5"
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E30 / 800 Mbs / Window,Mac OS,Android / Portabl...","₹7,909",61% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 55% off (price inclusive of cashback/coupon)","1 TB,2 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"HP S700 SATA 3D NAND 500 GB Laptop, Desktop Internal So...","₹4,200",60% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 500 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable",
"Acer SA100 240 GB Laptop, Desktop Internal Solid State ...","₹2,550",43% off,4.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"BRYT Pro SSD SATA III- 2.5 Inch 1 TB Desktop, Laptop In...","₹4,524",68% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Desktop, Laptop","5 Year Warranty,Cash on Delivery available,No Returns Applicable",
"Seagate BarraCuda SATA SSD 480 GB Laptop, Desktop, All ...","₹3,699",26% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 480 GB,Laptop, Desktop, All in One PC's","Cash on Delivery available,7 Days Service Center Replacement/Repair",
"HP S700 SATA 3D NAND 250 GB Laptop, Desktop Internal So...","₹2,950",54% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 250 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable",
